,Title,Actor,Metascore
2394,Moon,Dominique McElligott,67.0
2395,Moon,Rosie Shaw,67.0
2396,Megamind,Will Ferrell,63.0
2397,Megamind,Jonah Hill,63.0
2398,Megamind,Brad Pitt,63.0
2399,Megamind,Tina Fey,63.0
2400,Gangster Squad,Sean Penn,40.0
2401,Gangster Squad,Ryan Gosling,40.0
2402,Gangster Squad,Emma Stone,40.0
2403,Gangster Squad,Giovanni Ribisi,40.0
2404,Blood Father,Mel Gibson,66.0
2405,Blood Father,Erin Moriarty,66.0
2406,Blood Father,Diego Luna,66.0
2407,Blood Father,Michael Parks,66.0
2408,He's Just Not That Into You,Jennifer Aniston,47.0
2409,He's Just Not That Into You,Jennifer Connelly,47.0
2410,He's Just Not That Into You,Morgan Lily,47.0
2411,He's Just Not That Into You,Trenton Rogers,47.0
2412,Kung Fu Panda 3,Jack Black,66.0
2413,Kung Fu Panda 3,Bryan Cranston,66.0
2414,Kung Fu Panda 3,Dustin Hoffman,66.0
2415,Kung Fu Panda 3,Angelina Jolie,66.0
2416,The Rise of the Krays,Matt Vael,90.0
2417,The Rise of the Krays,Simon Cotton,90.0
2418,The Rise of the Krays,Kevin Leslie,90.0
2419,The Rise of the Krays,Olivia Moyles,90.0
2420,Handsome Devil,Fionn O'Shea,
2421,Handsome Devil,Nicholas Galitzine,
2422,Handsome Devil,Andrew Scott,
2423,Handsome Devil,Moe Dunford,
2424,Winter's Bone,Jennifer Lawrence,
2425,Winter's Bone,John Hawkes,
2426,Winter's Bone,Garret Dillahunt,
2427,Winter's Bone,Isaiah Stone,
2428,Horrible Bosses,Jason Bateman,57.0
2429,Horrible Bosses,Charlie Day,57.0
2430,Horrible Bosses,Jason Sudeikis,57.0
2431,Horrible Bosses,Steve Wiebe,57.0
2432,Mommy,Anne Dorval,74.0
2433,Mommy,Antoine-Olivier Pilon,74.0
2434,Mommy,Suzanne Clément,74.0
2435,Mommy,Patrick Huard,74.0
2436,Hellboy II: The Golden Army,Ron Perlman,78.0
2437,Hellboy II: The Golden Army,Selma Blair,78.0
2438,Hellboy II: The Golden Army,Doug Jones,78.0
2439,Hellboy II: The Golden Army,John Alexander,78.0
2440,Beautiful Creatures,Alice Englert,52.0
2441,Beautiful Creatures,Viola Davis,52.0
2442,Beautiful Creatures,Emma Thompson,52.0
2443,Beautiful Creatures,Alden Ehrenreich,52.0
2444,Toni Erdmann,Sandra Hüller,93.0
2445,Toni Erdmann,Peter Simonischek,93.0
2446,Toni Erdmann,Michael Wittenborn,93.0
2447,Toni Erdmann,Thomas Loibl,93.0
2448,The Lovely Bones,Rachel Weisz,42.0
2449,The Lovely Bones,Mark Wahlberg,42.0
2450,The Lovely Bones,Saoirse Ronan,42.0
2451,The Lovely Bones,Susan Sarandon,42.0
2452,The Assassination of Jesse James by the Coward Robert Ford,Brad Pitt,68.0
2453,The Assassination of Jesse James by the Coward Robert Ford,Casey Affleck,68.0
2454,The Assassination of Jesse James by the Coward Robert Ford,Sam Shepard,68.0
2455,The Assassination of Jesse James by the Coward Robert Ford,Mary-Louise Parker,68.0
2456,Don Jon,Joseph Gordon-Levitt,66.0
2457,Don Jon,Scarlett Johansson,66.0
2458,Don Jon,Julianne Moore,66.0
2459,Don Jon,Tony Danza,66.0
2460,Bastille Day,Idris Elba,48.0
2461,Bastille Day,Richard Madden,48.0
2462,Bastille Day,Charlotte Le Bon,48.0
2463,Bastille Day,Kelly Reilly,48.0
2464,2307: Winter's Dream,Paul Sidhu,53.0
2465,2307: Winter's Dream,Branden Coles,53.0
2466,2307: Winter's Dream,Arielle Holmes,53.0
2467,2307: Winter's Dream,Kelcey Watson,53.0
2468,Free State of Jones,Matthew McConaughey,
2469,Free State of Jones,Gugu Mbatha-Raw,
2470,Free State of Jones,Mahershala Ali,
2471,Free State of Jones,Keri Russell,
2472,Mr. Right,Anna Kendrick,52.0
2473,Mr. Right,Sam Rockwell,52.0
2474,Mr. Right,Tim Roth,52.0
2475,Mr. Right,James Ransone,52.0
2476,The Secret Life of Walter Mitty,Ben Stiller,54.0
2477,The Secret Life of Walter Mitty,Kristen Wiig,54.0
2478,The Secret Life of Walter Mitty,Jon Daly,54.0
2479,The Secret Life of Walter Mitty,Kathryn Hahn,54.0
2480,Dope,Shameik Moore,72.0
2481,Dope,Tony Revolori,72.0
2482,Dope,Kiersey Clemons,72.0
2483,Dope,Kimberly Elise,72.0
2484,Underworld Awakening,Kate Beckinsale,39.0
2485,Underworld Awakening,Michael Ealy,39.0
2486,Underworld Awakening,India Eisley,39.0
2487,Underworld Awakening,Stephen Rea,39.0
2488,Antichrist,Willem Dafoe,49.0
2489,Antichrist,Charlotte Gainsbourg,49.0
2490,Antichrist,Storm Acheche Sahlstrøm,49.0
2491,Friday the 13th,Jared Padalecki,34.0
2492,Friday the 13th,Amanda Righetti,34.0
2493,Friday the 13th,Derek Mears,34.0
2494,Friday the 13th,Danielle Panabaker,34.0
2495,Taken 3,Liam Neeson,26.0
2496,Taken 3,Forest Whitaker,26.0
2497,Taken 3,Maggie Grace,26.0
2498,Taken 3,Famke Janssen,26.0
2499,Total Recall,Colin Farrell,43.0
2500,Total Recall,Bokeem Woodbine,43.0
2501,Total Recall,Bryan Cranston,43.0
2502,Total Recall,Kate Beckinsale,43.0
2503,X-Men: The Last Stand,Patrick Stewart,58.0
2504,X-Men: The Last Stand,Hugh Jackman,58.0
2505,X-Men: The Last Stand,Halle Berry,58.0
2506,X-Men: The Last Stand,Famke Janssen,58.0
2507,The Escort,Lyndsy Fonseca,46.0
2508,The Escort,Michael Doneger,46.0
2509,The Escort,Tommy Dewey,46.0
2510,The Escort,Bruce Campbell,46.0
2511,The Whole Truth,Keanu Reeves,
2512,The Whole Truth,Renée Zellweger,
2513,The Whole Truth,Gugu Mbatha-Raw,
2514,The Whole Truth,Gabriel Basso,
2515,Night at the Museum: Secret of the Tomb,Ben Stiller,47.0
2516,Night at the Museum: Secret of the Tomb,Robin Williams,47.0
2517,Night at the Museum: Secret of the Tomb,Owen Wilson,47.0
2518,Night at the Museum: Secret of the Tomb,Dick Van Dyke,47.0
2519,Love & Other Drugs,Jake Gyllenhaal,55.0
2520,Love & Other Drugs,Anne Hathaway,55.0
2521,Love & Other Drugs,Judy Greer,55.0
2522,Love & Other Drugs,Oliver Platt,55.0
2523,The Interview,James Franco,52.0
2524,The Interview,Seth Rogen,52.0
2525,The Interview,Randall Park,52.0
2526,The Interview,Lizzy Caplan,52.0
2527,The Host,Kang-ho Song,85.0
2528,The Host,Hee-Bong Byun,85.0
2529,The Host,Hae-il Park,85.0
2530,The Host,Doona Bae,85.0
2531,Megan Is Missing,Amber Perkins,94.0
2532,Megan Is Missing,Rachel Quinn,94.0
2533,Megan Is Missing,Dean Waite,94.0
2534,Megan Is Missing,Jael Elizabeth Steinmeyer,94.0
2535,WALL·E,Ben Burtt,
2536,WALL·E,Elissa Knight,
2537,WALL·E,Jeff Garlin,
2538,WALL·E,Fred Willard,
2539,Knocked Up,Seth Rogen,85.0
2540,Knocked Up,Katherine Heigl,85.0
2541,Knocked Up,Paul Rudd,85.0
2542,Knocked Up,Leslie Mann,85.0
2543,Source Code,Jake Gyllenhaal,74.0
2544,Source Code,Michelle Monaghan,74.0
2545,Source Code,Vera Farmiga,74.0
2546,Source Code,Jeffrey Wright,74.0
2547,Lawless,Tom Hardy,58.0
2548,Lawless,Shia LaBeouf,58.0
2549,Lawless,Guy Pearce,58.0
2550,Lawless,Jason Clarke,58.0
2551,Unfriended,Heather Sossaman,59.0
2552,Unfriended,Matthew Bohrer,59.0
2553,Unfriended,Courtney Halverson,59.0
2554,Unfriended,Shelley Hennig,59.0
2555,American Reunion,Jason Biggs,49.0
2556,American Reunion,Alyson Hannigan,49.0
2557,American Reunion,Seann William Scott,49.0
2558,American Reunion,Chris Klein,49.0
2559,The Pursuit of Happyness,Will Smith,64.0
2560,The Pursuit of Happyness,Thandie Newton,64.0
2561,The Pursuit of Happyness,Jaden Smith,64.0
2562,The Pursuit of Happyness,Brian Howe,64.0
2563,Relatos salvajes,Darío Grandinetti,77.0
2564,Relatos salvajes,María Marull,77.0
2565,Relatos salvajes,Mónica Villa,77.0
2566,Relatos salvajes,Rita Cortese,77.0
2567,The Ridiculous 6,Adam Sandler,18.0
2568,The Ridiculous 6,Terry Crews,18.0
2569,The Ridiculous 6,Jorge Garcia,18.0
2570,The Ridiculous 6,Taylor Lautner,18.0
2571,Frantz,Pierre Niney,73.0
2572,Frantz,Paula Beer,73.0
2573,Frantz,Ernst Stötzner,73.0
2574,Frantz,Marie Gruber,73.0
2575,Viral,Sofia Black-D'Elia,72.0
2576,Viral,Analeigh Tipton,72.0
2577,Viral,Travis Tope,72.0
2578,Viral,Michael Kelly,72.0
2579,Gran Torino,Clint Eastwood,
2580,Gran Torino,Bee Vang,
2581,Gran Torino,Christopher Carley,
2582,Gran Torino,Ahney Her,
2583,Burnt,Bradley Cooper,42.0
2584,Burnt,Sienna Miller,42.0
2585,Burnt,Daniel Brühl,42.0
2586,Burnt,Riccardo Scamarcio,42.0
2587,Tall Men,Dan Crisafulli,57.0
2588,Tall Men,Kay Whitney,57.0
2589,Tall Men,Richard Garcia,57.0
2590,Tall Men,Pat Cashman,57.0
2591,Sleeping Beauty,Emily Browning,
2592,Sleeping Beauty,Rachael Blake,
2593,Sleeping Beauty,Ewen Leslie,
2594,Sleeping Beauty,Bridgette Barrett,
2595,Vampire Academy,Zoey Deutch,30.0
2596,Vampire Academy,Lucy Fry,30.0
2597,Vampire Academy,Danila Kozlovsky,30.0
2598,Vampire Academy,Gabriel Byrne,30.0
2599,Sweeney Todd: The Demon Barber of Fleet Street,Johnny Depp,83.0
2600,Sweeney Todd: The Demon Barber of Fleet Street,Helena Bonham Carter,83.0
2601,Sweeney Todd: The Demon Barber of Fleet Street,Alan Rickman,83.0
2602,Sweeney Todd: The Demon Barber of Fleet Street,Timothy Spall,83.0
2603,Solace,Anthony Hopkins,36.0
2604,Solace,Jeffrey Dean Morgan,36.0
2605,Solace,Abbie Cornish,36.0
2606,Solace,Colin Farrell,36.0
2607,Insidious,Patrick Wilson,52.0
2608,Insidious,Rose Byrne,52.0
2609,Insidious,Ty Simpkins,52.0
2610,Insidious,Lin Shaye,52.0
2611,Popstar: Never Stop Never Stopping,Andy Samberg,68.0
2612,Popstar: Never Stop Never Stopping,Jorma Taccone,68.0
2613,Popstar: Never Stop Never Stopping,Akiva Schaffer,68.0
2614,Popstar: Never Stop Never Stopping,Sarah Silverman,68.0
2615,The Levelling,Ellie Kendrick,82.0
2616,The Levelling,David Troughton,82.0
2617,The Levelling,Jack Holden,82.0
2618,The Levelling,Joe Blakemore,82.0
2619,Public Enemies,Christian Bale,70.0
2620,Public Enemies,Johnny Depp,70.0
2621,Public Enemies,Christian Stolte,70.0
2622,Public Enemies,Jason Clarke,70.0
2623,Boyhood,Ellar Coltrane,100.0
2624,Boyhood,Patricia Arquette,100.0
2625,Boyhood,Ethan Hawke,100.0
2626,Boyhood,Elijah Smith,100.0
2627,Teenage Mutant Ninja Turtles,Megan Fox,31.0
2628,Teenage Mutant Ninja Turtles,Will Arnett,31.0
2629,Teenage Mutant Ninja Turtles,William Fichtner,31.0
2630,Teenage Mutant Ninja Turtles,Noel Fisher,31.0
2631,Eastern Promises,Naomi Watts,82.0
2632,Eastern Promises,Viggo Mortensen,82.0
2633,Eastern Promises,Armin Mueller-Stahl,82.0
2634,Eastern Promises,Josef Altin,82.0
2635,The Daughter,Geoffrey Rush,62.0
2636,The Daughter,Nicholas Hope,62.0
2637,The Daughter,Sam Neill,62.0
2638,The Daughter,Ewen Leslie,62.0
2639,Pineapple Express,Seth Rogen,64.0
2640,Pineapple Express,James Franco,64.0
2641,Pineapple Express,Gary Cole,64.0
2642,Pineapple Express,Danny McBride,64.0
2643,The First Time,Dylan O'Brien,55.0
2644,The First Time,Britt Robertson,55.0
2645,The First Time,Victoria Justice,55.0
2646,The First Time,James Frecheville,55.0
2647,Gone Baby Gone,Morgan Freeman,72.0
2648,Gone Baby Gone,Ed Harris,72.0
2649,Gone Baby Gone,Casey Affleck,72.0
2650,Gone Baby Gone,Michelle Monaghan,72.0
2651,The Heat,Sandra Bullock,60.0
2652,The Heat,Michael McDonald,60.0
2653,The Heat,Melissa McCarthy,60.0
2654,The Heat,Demián Bichir,60.0
2655,L'avenir,Isabelle Huppert,88.0
2656,L'avenir,André Marcon,88.0
2657,L'avenir,Roman Kolinka,88.0
2658,L'avenir,Edith Scob,88.0
2659,Anna Karenina,Keira Knightley,63.0
2660,Anna Karenina,Jude Law,63.0
2661,Anna Karenina,Aaron Taylor-Johnson,63.0
2662,Anna Karenina,Matthew Macfadyen,63.0
2663,Regression,Ethan Hawke,32.0
2664,Regression,David Thewlis,32.0
2665,Regression,Emma Watson,32.0
2666,Regression,Dale Dickey,32.0
2667,Ted 2,Mark Wahlberg,48.0
2668,Ted 2,Seth MacFarlane,48.0
2669,Ted 2,Amanda Seyfried,48.0
2670,Ted 2,Jessica Barth,48.0
2671,Pain & Gain,Mark Wahlberg,45.0
2672,Pain & Gain,Dwayne Johnson,45.0
2673,Pain & Gain,Anthony Mackie,45.0
2674,Pain & Gain,Tony Shalhoub,45.0
2675,Blood Diamond,Leonardo DiCaprio,64.0
2676,Blood Diamond,Djimon Hounsou,64.0
2677,Blood Diamond,Jennifer Connelly,64.0
2678,Blood Diamond,Kagiso Kuypers,64.0
2679,Devil's Knot,Colin Firth,42.0
2680,Devil's Knot,Reese Witherspoon,42.0
2681,Devil's Knot,Alessandro Nivola,42.0
2682,Devil's Knot,James Hamrick,42.0
2683,Child 44,Tom Hardy,41.0
2684,Child 44,Gary Oldman,41.0
2685,Child 44,Noomi Rapace,41.0
2686,Child 44,Joel Kinnaman,41.0
2687,The Hurt Locker,Jeremy Renner,94.0
2688,The Hurt Locker,Anthony Mackie,94.0
2689,The Hurt Locker,Brian Geraghty,94.0
2690,The Hurt Locker,Guy Pearce,94.0
2691,Green Lantern,Ryan Reynolds,39.0
2692,Green Lantern,Blake Lively,39.0
2693,Green Lantern,Peter Sarsgaard,39.0
2694,Green Lantern,Mark Strong,39.0
2695,War on Everyone,Alexander Skarsgård,50.0
2696,War on Everyone,Michael Peña,50.0
2697,War on Everyone,Theo James,50.0
2698,War on Everyone,Tessa Thompson,50.0
2699,The Mist,Thomas Jane,58.0
2700,The Mist,Marcia Gay Harden,58.0
2701,The Mist,Laurie Holden,58.0
2702,The Mist,Andre Braugher,58.0
2703,Escape Plan,Sylvester Stallone,49.0
2704,Escape Plan,Arnold Schwarzenegger,49.0
2705,Escape Plan,50 Cent,49.0
2706,Escape Plan,Vincent D'Onofrio,49.0
2707,"Love, Rosie",Lily Collins,44.0
2708,"Love, Rosie",Sam Claflin,44.0
2709,"Love, Rosie",Christian Cooke,44.0
2710,"Love, Rosie",Jaime Winstone,44.0
2711,The DUFF,Mae Whitman,56.0
2712,The DUFF,Bella Thorne,56.0
2713,The DUFF,Robbie Amell,56.0
2714,The DUFF,Allison Janney,56.0
2715,The Age of Shadows,Byung-hun Lee,78.0
2716,The Age of Shadows,Yoo Gong,78.0
2717,The Age of Shadows,Kang-ho Song,78.0
2718,The Age of Shadows,Ji-min Han,78.0
2719,The Hunger Games: Mockingjay - Part 1,Jennifer Lawrence,64.0
2720,The Hunger Games: Mockingjay - Part 1,Josh Hutcherson,64.0
2721,The Hunger Games: Mockingjay - Part 1,Liam Hemsworth,64.0
2722,The Hunger Games: Mockingjay - Part 1,Woody Harrelson,64.0
2723,We Need to Talk About Kevin,Tilda Swinton,68.0
2724,We Need to Talk About Kevin,John C. Reilly,68.0
2725,We Need to Talk About Kevin,Ezra Miller,68.0
2726,We Need to Talk About Kevin,Jasper Newell,68.0
2727,Love & Friendship,Kate Beckinsale,87.0
2728,Love & Friendship,Chloë Sevigny,87.0
2729,Love & Friendship,Xavier Samuel,87.0
2730,Love & Friendship,Emma Greenwell,87.0
2731,The Mortal Instruments: City of Bones,Lily Collins,33.0
2732,The Mortal Instruments: City of Bones,Jamie Campbell Bower,33.0
2733,The Mortal Instruments: City of Bones,Robert Sheehan,33.0
2734,The Mortal Instruments: City of Bones,Jemima West,33.0
2735,Seven Pounds,Will Smith,36.0
2736,Seven Pounds,Rosario Dawson,36.0
2737,Seven Pounds,Woody Harrelson,36.0
2738,Seven Pounds,Michael Ealy,36.0
2739,The King's Speech,Colin Firth,88.0
2740,The King's Speech,Geoffrey Rush,88.0
2741,The King's Speech,Helena Bonham Carter,88.0
2742,The King's Speech,Derek Jacobi,88.0
2743,Hunger,Stuart Graham,82.0
2744,Hunger,Laine Megaw,82.0
2745,Hunger,Brian Milligan,82.0
2746,Hunger,Liam McMahon,82.0
2747,Jumper,Hayden Christensen,35.0
2748,Jumper,Samuel L. Jackson,35.0
2749,Jumper,Jamie Bell,35.0
2750,Jumper,Rachel Bilson,35.0
2751,Toy Story 3,Tom Hanks,92.0
2752,Toy Story 3,Tim Allen,92.0
2753,Toy Story 3,Joan Cusack,92.0
2754,Toy Story 3,Ned Beatty,92.0
2755,Tinker Tailor Soldier Spy,Gary Oldman,85.0
2756,Tinker Tailor Soldier Spy,Colin Firth,85.0
2757,Tinker Tailor Soldier Spy,Tom Hardy,85.0
2758,Tinker Tailor Soldier Spy,Mark Strong,85.0
2759,Resident Evil: Retribution,Milla Jovovich,39.0
2760,Resident Evil: Retribution,Sienna Guillory,39.0
2761,Resident Evil: Retribution,Michelle Rodriguez,39.0
2762,Resident Evil: Retribution,Aryana Engineer,39.0
2763,Dear Zindagi,Alia Bhatt,56.0
2764,Dear Zindagi,Shah Rukh Khan,56.0
2765,Dear Zindagi,Kunal Kapoor,56.0
2766,Dear Zindagi,Priyanka Moodley,56.0
2767,Genius,Colin Firth,
2768,Genius,Jude Law,
2769,Genius,Nicole Kidman,
2770,Genius,Laura Linney,
2771,Pompeii,Kit Harington,39.0
2772,Pompeii,Emily Browning,39.0
2773,Pompeii,Kiefer Sutherland,39.0
2774,Pompeii,Adewale Akinnuoye-Agbaje,39.0
2775,Life of Pi,Suraj Sharma,79.0
2776,Life of Pi,Irrfan Khan,79.0
2777,Life of Pi,Adil Hussain,79.0
2778,Life of Pi,Tabu,79.0
2779,Hachi: A Dog's Tale,Richard Gere,61.0
2780,Hachi: A Dog's Tale,Joan Allen,61.0
2781,Hachi: A Dog's Tale,Cary-Hiroyuki Tagawa,61.0
2782,Hachi: A Dog's Tale,Sarah Roemer,61.0
2783,10 Years,Channing Tatum,
2784,10 Years,Rosario Dawson,
2785,10 Years,Chris Pratt,
2786,10 Years,Jenna Dewan Tatum,
2787,I Origins,Michael Pitt,57.0
2788,I Origins,Steven Yeun,57.0
2789,I Origins,Astrid Bergès-Frisbey,57.0
2790,I Origins,Brit Marling,57.0
2791,Live Free or Die Hard,Bruce Willis,69.0
2792,Live Free or Die Hard,Justin Long,69.0
2793,Live Free or Die Hard,Timothy Olyphant,69.0
2794,Live Free or Die Hard,Maggie Q,69.0
2795,The Matchbreaker,Wesley Elder,44.0
2796,The Matchbreaker,Christina Grimmie,44.0
2797,The Matchbreaker,Osric Chau,44.0
2798,The Matchbreaker,Olan Rogers,44.0
2799,Funny Games,Naomi Watts,
2800,Funny Games,Tim Roth,
2801,Funny Games,Michael Pitt,
2802,Funny Games,Brady Corbet,
2803,Ted,Mark Wahlberg,62.0
2804,Ted,Mila Kunis,62.0
2805,Ted,Seth MacFarlane,62.0
2806,Ted,Joel McHale,62.0
2807,RED,Bruce Willis,60.0
2808,RED,Helen Mirren,60.0
2809,RED,Morgan Freeman,60.0
2810,RED,Mary-Louise Parker,60.0
2811,Australia,Nicole Kidman,53.0
2812,Australia,Hugh Jackman,53.0
2813,Australia,Shea Adams,53.0
2814,Australia,Eddie Baroo,53.0
2815,Faster,Dwayne Johnson,44.0
2816,Faster,Billy Bob Thornton,44.0
2817,Faster,Maggie Grace,44.0
2818,Faster,Mauricio Lopez,44.0
2819,The Neighbor,Josh Stewart,60.0
2820,The Neighbor,Bill Engvall,60.0
2821,The Neighbor,Alex Essoe,60.0
2822,The Neighbor,Ronnie Gene Blevins,60.0
2823,The Adjustment Bureau,Matt Damon,
2824,The Adjustment Bureau,Emily Blunt,
2825,The Adjustment Bureau,Lisa Thoreson,
2826,The Adjustment Bureau,Florence Kastriner,
2827,The Hollars,Sharlto Copley,53.0
2828,The Hollars,Charlie Day,53.0
2829,The Hollars,Richard Jenkins,53.0
2830,The Hollars,Anna Kendrick,53.0
2831,The Judge,Robert Downey Jr.,48.0
2832,The Judge,Robert Duvall,48.0
2833,The Judge,Vera Farmiga,48.0
2834,The Judge,Billy Bob Thornton,48.0
2835,Closed Circuit,Eric Bana,50.0
2836,Closed Circuit,Rebecca Hall,50.0
2837,Closed Circuit,Jim Broadbent,50.0
2838,Closed Circuit,Ciarán Hinds,50.0
2839,Transformers: Revenge of the Fallen,Shia LaBeouf,35.0
2840,Transformers: Revenge of the Fallen,Megan Fox,35.0
2841,Transformers: Revenge of the Fallen,Josh Duhamel,35.0
2842,Transformers: Revenge of the Fallen,Tyrese Gibson,35.0
2843,La tortue rouge,Emmanuel Garijo,86.0
2844,La tortue rouge,Tom Hudson,86.0
2845,La tortue rouge,Baptiste Goy,86.0
2846,La tortue rouge,Axel Devillers,86.0
2847,The Book of Life,Diego Luna,67.0
2848,The Book of Life,Zoe Saldana,67.0
2849,The Book of Life,Channing Tatum,67.0
2850,The Book of Life,Ron Perlman,67.0
2851,Incendies,Lubna Azabal,80.0
2852,Incendies,Mélissa Désormeaux-Poulin,80.0
2853,Incendies,Maxim Gaudette,80.0
2854,Incendies,Mustafa Kamel,80.0
2855,The Heartbreak Kid,Ben Stiller,46.0
2856,The Heartbreak Kid,Michelle Monaghan,46.0
2857,The Heartbreak Kid,Malin Akerman,46.0
2858,The Heartbreak Kid,Jerry Stiller,46.0
2859,Happy Feet,Elijah Wood,77.0
2860,Happy Feet,Brittany Murphy,77.0
2861,Happy Feet,Hugh Jackman,77.0
2862,Happy Feet,Robin Williams,77.0
2863,Entourage,Adrian Grenier,38.0
2864,Entourage,Kevin Connolly,38.0
2865,Entourage,Jerry Ferrara,38.0
2866,Entourage,Kevin Dillon,38.0
2867,The Strangers,Scott Speedman,47.0
2868,The Strangers,Liv Tyler,47.0
2869,The Strangers,Gemma Ward,47.0
2870,The Strangers,Alex Fisher,47.0
2871,Noah,Russell Crowe,68.0
2872,Noah,Jennifer Connelly,68.0
2873,Noah,Anthony Hopkins,68.0
2874,Noah,Emma Watson,68.0
2875,Neighbors,Seth Rogen,68.0
2876,Neighbors,Rose Byrne,68.0
2877,Neighbors,Zac Efron,68.0
2878,Neighbors,Lisa Kudrow,68.0
2879,Nymphomaniac: Vol. II,Charlotte Gainsbourg,60.0
2880,Nymphomaniac: Vol. II,Stellan Skarsgård,60.0
2881,Nymphomaniac: Vol. II,Willem Dafoe,60.0
2882,Nymphomaniac: Vol. II,Jamie Bell,60.0
2883,Wild,Reese Witherspoon,76.0
2884,Wild,Laura Dern,76.0
2885,Wild,Gaby Hoffmann,76.0
2886,Wild,Michiel Huisman,76.0
2887,Grown Ups,Adam Sandler,30.0
2888,Grown Ups,Salma Hayek,30.0
2889,Grown Ups,Kevin James,30.0
2890,Grown Ups,Chris Rock,30.0
2891,Blair Witch,James Allen McCune,47.0
2892,Blair Witch,Callie Hernandez,47.0
2893,Blair Witch,Corbin Reid,47.0
2894,Blair Witch,Brandon Scott,47.0
2895,The Karate Kid,Jackie Chan,61.0
2896,The Karate Kid,Jaden Smith,61.0
2897,The Karate Kid,Taraji P. Henson,61.0
2898,The Karate Kid,Wenwen Han,61.0
2899,Dark Shadows,Johnny Depp,55.0
2900,Dark Shadows,Michelle Pfeiffer,55.0
2901,Dark Shadows,Eva Green,55.0
2902,Dark Shadows,Helena Bonham Carter,55.0
2903,Friends with Benefits,Mila Kunis,63.0
2904,Friends with Benefits,Justin Timberlake,63.0
2905,Friends with Benefits,Patricia Clarkson,63.0
2906,Friends with Benefits,Jenna Elfman,63.0
2907,The Illusionist,Edward Norton,68.0
2908,The Illusionist,Jessica Biel,68.0
2909,The Illusionist,Paul Giamatti,68.0
2910,The Illusionist,Rufus Sewell,68.0
2911,The A-Team,Liam Neeson,47.0
2912,The A-Team,Bradley Cooper,47.0
2913,The A-Team,Sharlto Copley,47.0
2914,The A-Team,Jessica Biel,47.0
2915,The Guest,Dan Stevens,76.0
2916,The Guest,Sheila Kelley,76.0
2917,The Guest,Maika Monroe,76.0
2918,The Guest,Joel David Moore,76.0
2919,The Internship,Vince Vaughn,42.0
2920,The Internship,Owen Wilson,42.0
2921,The Internship,Rose Byrne,42.0
2922,The Internship,Aasif Mandvi,42.0
2923,Paul,Simon Pegg,57.0
2924,Paul,Nick Frost,57.0
2925,Paul,Seth Rogen,57.0
2926,Paul,Mia Stallard,57.0
2927,This Beautiful Fantastic,Jessica Brown Findlay,51.0
2928,This Beautiful Fantastic,Andrew Scott,51.0
2929,This Beautiful Fantastic,Jeremy Irvine,51.0
2930,This Beautiful Fantastic,Tom Wilkinson,51.0
2931,The Da Vinci Code,Tom Hanks,46.0
2932,The Da Vinci Code,Audrey Tautou,46.0
2933,The Da Vinci Code,Jean Reno,46.0
2934,The Da Vinci Code,Ian McKellen,46.0
2935,Mr. Church,Eddie Murphy,37.0
2936,Mr. Church,Britt Robertson,37.0
2937,Mr. Church,Natascha McElhone,37.0
2938,Mr. Church,Xavier Samuel,37.0
2939,Hugo,Asa Butterfield,83.0
2940,Hugo,Chloë Grace Moretz,83.0
2941,Hugo,Christopher Lee,83.0
2942,Hugo,Ben Kingsley,83.0
2943,The Blackcoat's Daughter,Emma Roberts,68.0
2944,The Blackcoat's Daughter,Kiernan Shipka,68.0
2945,The Blackcoat's Daughter,Lauren Holly,68.0
2946,The Blackcoat's Daughter,Lucy Boynton,68.0
2947,Body of Lies,Leonardo DiCaprio,57.0
2948,Body of Lies,Russell Crowe,57.0
2949,Body of Lies,Mark Strong,57.0
2950,Body of Lies,Golshifteh Farahani,57.0
2951,Knight of Cups,Christian Bale,53.0
2952,Knight of Cups,Cate Blanchett,53.0
2953,Knight of Cups,Natalie Portman,53.0
2954,Knight of Cups,Brian Dennehy,53.0
2955,The Mummy: Tomb of the Dragon Emperor,Brendan Fraser,31.0
2956,The Mummy: Tomb of the Dragon Emperor,Jet Li,31.0
2957,The Mummy: Tomb of the Dragon Emperor,Maria Bello,31.0
2958,The Mummy: Tomb of the Dragon Emperor,Michelle Yeoh,31.0
2959,The Boss,Melissa McCarthy,40.0
2960,The Boss,Kristen Bell,40.0
2961,The Boss,Peter Dinklage,40.0
2962,The Boss,Ella Anderson,40.0
2963,Hands of Stone,Edgar Ramírez,54.0
2964,Hands of Stone,Usher Raymond,54.0
2965,Hands of Stone,Robert De Niro,54.0
2966,Hands of Stone,Rubén Blades,54.0
2967,El secreto de sus ojos,Ricardo Darín,80.0
2968,El secreto de sus ojos,Soledad Villamil,80.0
2969,El secreto de sus ojos,Pablo Rago,80.0
2970,El secreto de sus ojos,Carla Quevedo,80.0
2971,True Grit,Jeff Bridges,80.0
2972,True Grit,Matt Damon,80.0
2973,True Grit,Hailee Steinfeld,80.0
2974,True Grit,Josh Brolin,80.0
2975,We Are Your Friends,Zac Efron,46.0
2976,We Are Your Friends,Wes Bentley,46.0
2977,We Are Your Friends,Emily Ratajkowski,46.0
2978,We Are Your Friends,Jonny Weston,46.0
2979,A Million Ways to Die in the West,Seth MacFarlane,44.0
2980,A Million Ways to Die in the West,Charlize Theron,44.0
2981,A Million Ways to Die in the West,Liam Neeson,44.0
2982,A Million Ways to Die in the West,Amanda Seyfried,44.0
2983,Only for One Night,Brian White,60.0
